code,description,periods,time_max_parking,time_start,time_end,time_duration,lun,mar,mer,jeu,ven,sam,dim,daily,special_days,restrict_types,permit_no
R8-LULX-34,"30 M LOAD & UNLOAD ONLY 7AM-1AM EVERYDAY,  PHONE (206)-684-5444",,,7,13,6,,,,,,,,1,,dropoff,
R8-LULX-35,30 MINUTE  LOAD AND UNLOAD ONLY NO STOPS 6A-4P SAT,,,6,16,10,,,,,,1,,,,dropoff,
R8-LULX-36,"30 MINUTE LOAD AND UNLOAD ONLY 7AM-9PM EVERYDAY,TAZ",,,7,21,14,,,,,,,,1,,dropoff,
R8-LULX-37,"30 M LOAD & UNLOAD ONLY EVERYDAY, TAZ",,,0,24,24,,,,,,,,1,,dropoff,
R8-LULX-38,"15 M LOAD & UNLOAD ONLY EVERYDAY,  ",,,0,24,24,,,,,,,,1,,dropoff,
R8-LULX-39,"30 M LOAD & UNLOAD ONLY 7PM-6AM EVERYDAY, TAZ",,,19,24,5,,,,,,,,1,,dropoff,
R8-LULX-39,"30 M LOAD & UNLOAD ONLY 7PM-6AM EVERYDAY, TAZ",,,0,6,6,,,,,,,,1,,dropoff,
R8-LULX-40,30 MINUTE LOAD AND UNLOAD ONLY 7 AM - 6 PM,,,7,18,11,,,,,,,,1,,dropoff,
R8-LUPSSTX,"30 M LOAD & UNLOAD ONLY EVERYDAY, PAY @ PS, 8A-3P 6-8P MON-FRI, 8A-8P SAT,NO STOPS 3-6PM,EXCEPT SAT-SUN-HOL",,,8,15,7,1,1,1,1,1,,,,,dropoff,
R8-LUPSSTX,"30 M LOAD & UNLOAD ONLY EVERYDAY, PAY @ PS, 8A-3P 6-8P MON-FRI, 8A-8P SAT,NO STOPS 3-6PM,EXCEPT SAT-SUN-HOL",,,18,20,2,1,1,1,1,1,,,,,dropoff,
R8-LUPSSTX,"30 M LOAD & UNLOAD ONLY EVERYDAY, PAY @ PS, 8A-3P 6-8P MON-FRI, 8A-8P SAT,NO STOPS 3-6PM,EXCEPT SAT-SUN-HOL",,,8,20,12,,,,,,1,,,,dropoff,
R8-LUPSSTX,"30 M LOAD & UNLOAD ONLY EVERYDAY, PAY @ PS, 8A-3P 6-8P MON-FRI, 8A-8P SAT,NO STOPS 3-6PM,EXCEPT SAT-SUN-HOL",,,15,18,3,1,1,1,1,1,,,,,,
R8-LUPSSTX-1,30 M LOAD & UNLOAD ONLY 8AM-3PM 7-8PM MON-FRI 8AM-8PM SAT PAY @ PS NO STOPS 3-7PM EXC SAT-SUN-HOL,,,8,15,7,1,1,1,1,1,,,,,dropoff,
R8-LUPSSTX-1,30 M LOAD & UNLOAD ONLY 8AM-3PM 7-8PM MON-FRI 8AM-8PM SAT PAY @ PS NO STOPS 3-7PM EXC SAT-SUN-HOL,,,19,20,1,1,1,1,1,1,,,,,dropoff,
R8-LUPSSTX-1,30 M LOAD & UNLOAD ONLY 8AM-3PM 7-8PM MON-FRI 8AM-8PM SAT PAY @ PS NO STOPS 3-7PM EXC SAT-SUN-HOL,,,8,20,12,,,,,,1,,,,dropoff,
R8-LUPSSTX-1,30 M LOAD & UNLOAD ONLY 8AM-3PM 7-8PM MON-FRI 8AM-8PM SAT PAY @ PS NO STOPS 3-7PM EXC SAT-SUN-HOL,,,15,19,4,1,1,1,1,1,,,,,,
R8-LUPSSTX-2,30 M LOAD & UNLOAD ONLY 9AM-3PM MON-FRI 8AM-6PM SAT NO STOPS 6-9AM 3-7PM EXC SAT-SUN-HOL,,,9,15,6,1,1,1,1,1,,,,,dropoff,
R8-LUPSSTX-2,30 M LOAD & UNLOAD ONLY 9AM-3PM MON-FRI 8AM-6PM SAT NO STOPS 6-9AM 3-7PM EXC SAT-SUN-HOL,,,8,16,8,,,,,,1,,,,dropoff,
R8-LUPSSTX-2,30 M LOAD & UNLOAD ONLY 9AM-3PM MON-FRI 8AM-6PM SAT NO STOPS 6-9AM 3-7PM EXC SAT-SUN-HOL,,,6,9,3,1,1,1,1,1,,,,,,
R8-LUPSSTX-2,30 M LOAD & UNLOAD ONLY 9AM-3PM MON-FRI 8AM-6PM SAT NO STOPS 6-9AM 3-7PM EXC SAT-SUN-HOL,,,15,19,4,1,1,1,1,1,,,,,,
R8-LUPSX,30 MINUTE LOAD AND UNLOAD ONLY EVERYDAY PAY AT PAY STATION 8AM-8PM MON-SAT,,,0,24,24,,,,,,,,1,,dropoff,
R8-LUPSX-1,"30 M LOAD & UNLOAD ONLY EVERYDAY,  PAY @ PS 8A-6P MON-SAT, TAZ",,,0,24,24,,,,,,,,1,,dropoff,
R8-LUPSX-2,15 M LOAD AND UNLOAD ONLY NOON-6P EXC SAT-SUN-HOL PAY TO PARK 8A-6P SAT,,,12,18,6,1,1,1,1,1,,,,,dropoff,
R8-LUPSX-2,15 M LOAD AND UNLOAD ONLY NOON-6P EXC SAT-SUN-HOL PAY TO PARK 8A-6P SAT,,,8,18,10,,,,,,1,,,,,
R8-LUPSX-3,"30 M LOAD & UNLOAD ONLY EVERYDAY,  PAY @ PS 8A-6P MON-SAT, TAZ",,,8,18,10,1,1,1,1,1,1,,,,dropoff,
R8-LUPSX-4,"30 M LOAD & UNLOAD ONLY 6P-8A EVERYDAY,  PAY @ PS 8A-6P MON-SAT, TAZ",,,18,24,6,,,,,,,,1,,dropoff,
R8-LUPSX-4,"30 M LOAD & UNLOAD ONLY 6P-8A EVERYDAY,  PAY @ PS 8A-6P MON-SAT, TAZ",,,0,8,8,,,,,,,,1,,dropoff,
R8-LUPSX-4,"30 M LOAD & UNLOAD ONLY 6P-8A EVERYDAY,  PAY @ PS 8A-6P MON-SAT, TAZ",,,8,18,10,1,1,1,1,1,1,,,,,
R8-LUPSX-5,"30 M LOAD & UNLOAD ONLY EVERYDAY,  PAY @ PS 8A-8P EXC SUN-HOL",,,0,24,24,,,,,,,,1,,dropoff,
R8-LUPSX-6,"30 M LOAD & UNLOAD ONLY EVERYDAY,  PAY @ PS 8A-8P MON-SAT, TAZ",,,0,24,24,,,,,,,,1,,dropoff,
R8-LUPSX-7,"30 M LOAD & UNLOAD ONLY EVERYDAY,  PAY @ PS 9A-6P MON-SAT, ",,,0,24,24,,,,,,,,1,,dropoff,
R8-LUPSX-8,"30 M LOAD & UNLOAD ONLY 8A-10P EVERYDAY - PAY @ PS 8A-6P MON-SAT, TAZ",,,8,22,14,,,,,,,,1,,dropoff,
R8-LUPSX-9,"PAY @ PS 8AM-4PM MON-SAT, 30 M LOAD & UNLOAD ONLY 4PM-4AM EVERYDAY",,,16,24,8,,,,,,,,1,,dropoff,
R8-LUPSX-9,"PAY @ PS 8AM-4PM MON-SAT, 30 M LOAD & UNLOAD ONLY 4PM-4AM EVERYDAY",,,0,4,4,,,,,,,,1,,dropoff,
R8-LUPSX-9,"PAY @ PS 8AM-4PM MON-SAT, 30 M LOAD & UNLOAD ONLY 4PM-4AM EVERYDAY",,,8,16,8,1,1,1,1,1,1,,,,,
R8-MAILX,"CURB MAILING ONLY, [NO PARKING SYMBOL]",,,0,24,24,,,,,,,,1,,authorized,
R8-MISCVX,US POST OFFICE VEHICLES ONLY ,,,0,24,24,,,,,,,,1,,authorized,
R8-MISCVX-1,"VANPOOL,LICENSED,VEHICLES,ONLY,4-6PM",,,16,18,2,,,,,,,,1,,permit,carpool
R8-MISCVX-2,RIDE SHARE LICENSED VEHICLES ONLY,,,0,24,24,,,,,,,,1,,permit,carpool
R8-MISCVX-3,"VANPOOL,PARKING,ONLY,7AM-6PM,MON-FRI",,,7,18,11,1,1,1,1,1,,,,,permit,carpool
R8-MISCVX-4,FUNERAL CARS ONLY,,,0,24,24,,,,,,,,1,,authorized,
R8-MISCVX-5,RIDE SHARE LICENSED VEHICLES ONLY 3PM-7AM MON-FRI VALID PERMIT ONLY,,,15,24,9,1,1,1,1,1,,,,,permit,carpool
R8-MISCVX-5,RIDE SHARE LICENSED VEHICLES ONLY 3PM-7AM MON-FRI VALID PERMIT ONLY,,,0,7,7,1,1,1,1,1,,,,,permit,carpool
R8-MISCVX-6,AMBULANCE ONLY TOW-AWAY ZONE,,,0,24,24,,,,,,,,1,,authorized,
R8-MISCVX-7,"RIDE, SHARE, LICENSED, VEHICLES, ONLY",,,0,24,24,,,,,,,,1,,permit,carpool
R8-MOTCYC,MOTOR CYCLES ONLY,,,0,24,24,,,,,,,,1,,authorized,
R8-MOTCYCX,MOTOR CYCLES ONLY,,,0,24,24,,,,,,,,1,,authorized,
R8-NBW,"METRO BUS ONLY,5-9AM,MON-FRI",,,5,9,4,1,1,1,1,1,,,,,,
R8-NBY,"METRO BUS 7-8AM,EXCEPT SAT-SUN-HOL, NO STOPS,7-8AM, EXC SAT-SUN-HOL",,,7,8,1,1,1,1,1,1,,,,,,
R8-NG,2 HOUR PARKING 7AM-6PM EXC SUN-HOL,,120,7,18,11,1,1,1,1,1,1,,,,,
R8-NG-1,SCHOOL LOAD ONLY 8AM-5PM,,,8,17,9,1,1,1,1,1,,,,school,,
R8-PLZ,3 MINUTE PASSENGER LOAD [LOGO] ONLY,,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZ-1,3 MINUTE PASSENGER LOAD [LOGO] ONLY 8AM-2PM SUNDAYS,,,8,14,6,,,,,,,1,,,dropoff,
R8-PLZ-2,3 MINUTE PASSENGER LOAD [LOGO] ONLY 7AM-9PM,,,7,21,14,,,,,,,,1,,dropoff,
R8-PLZ-3,3 MINUTE PASSENGER LOAD [LOGO] ONLY 5PM-2AM,,,17,24,7,,,,,,,,1,,dropoff,
R8-PLZ-3,3 MINUTE PASSENGER LOAD [LOGO] ONLY 5PM-2AM,,,0,2,2,,,,,,,,1,,dropoff,
R8-PLZ-4,"3 MINUTE PASSENGER LOAD [LOGO] ONLY 7AM-6PM,SAT-SUN",,,7,18,11,,,,,,1,1,,,dropoff,
R8-PLZ-5,"PASSENGER LOAD ONLY,7AM-8PM",,,7,20,13,,,,,,,,1,,dropoff,
R8-PLZ-6,3 MINUTE PASSENGER LOAD [LOGO] ONLY 5PM-1AM,,,17,24,7,,,,,,,,1,,dropoff,
R8-PLZ-6,3 MINUTE PASSENGER LOAD [LOGO] ONLY 5PM-1AM,,,0,1,1,,,,,,,,1,,dropoff,
R8-PLZ-7,"3 MINUTE PASSENGER LOAD [LOGO] ONLY 8-10 AM, 2-4 PM,",,,8,10,2,,,,,,,,1,,dropoff,
R8-PLZ-7,"3 MINUTE PASSENGER LOAD [LOGO] ONLY 8-10 AM, 2-4 PM,",,,14,16,2,,,,,,,,1,,dropoff,
R8-PLZ-8,3 MINUTE PASSENGER LOAD [LOGO] ONLY 7AM-10PM EVERYDAY,,,7,22,15,,,,,,,,1,,dropoff,
R8-PLZ-9,"3 MINUTE PASSENGER LOAD [LOGO] ONLY,SUNDAYS 9AM-2PM,",,,9,14,5,,,,,,,1,,,dropoff,
R8-PLZ-10,"3 MINUTE PASSENGER LOAD [LOGO] ONLY 8-10AM,2-4PM,",,,8,10,2,,,,,,,,1,,dropoff,
R8-PLZ-10,"3 MINUTE PASSENGER LOAD [LOGO] ONLY 8-10AM,2-4PM,",,,14,16,2,,,,,,,,1,,dropoff,
R8-PLZ-11,"3 MINUTE PASSENGER LOAD ONLY,8AM-4PM,EXCEPT SAT-SUN-HOL",,,8,16,8,1,1,1,1,1,,,,,dropoff,
R8-PLZ-12,3 MINUTE PASSENGER LOAD [LOGO] ONLY 4PM-2AM,,,16,24,8,,,,,,,,1,,dropoff,
R8-PLZ-12,3 MINUTE PASSENGER LOAD [LOGO] ONLY 4PM-2AM,,,0,2,2,,,,,,,,1,,dropoff,
R8-PLZ-13,3M PASSENGER LOAD ONLY SUNDAYS,,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZ-14,"3 MINUTE PASSENGER LOAD [LOGO] ONLY,9AM-3PM,SUNDAYS ONLY",,,9,15,6,,,,,,,1,,,dropoff,
R8-PLZ-15,"3 MINUTE PASSENGER LOAD [LOGO] ONLY 8AM-1PM,SUNDAYS,",,,8,13,5,,,,,,,1,,,dropoff,
R8-PLZ-16,"3 MINUTE PASSENGER LOAD [LOGO] ONLY,4PM-11PM",,,16,23,7,,,,,,,,1,,dropoff,
R8-PLZ-17,"3 MINUTE PASSENGER LOAD [LOGO] ONLY 9AM-1PM, SUNDAYS",,,9,13,4,,,,,,,,1,,dropoff,
R8-PLZBUSX,"[BUS] BUS 6-9A 3-7P EXC SAT-SUN-HOL, PLZ ALL OTHER TIMES, TAZ",,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZBUSX-1,"[BUS] BUS 6-9A 4-6P EXC SAT-SUNG-HOL,3 MINUTE PLZ ALL OTHER TIMES TAZ",,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZBUSX-2,"[BUS] BUS 5-10A 3-7P EXC SAT-SUN-HOL, PLZ ALL OTHER TIMES, TAZ",,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZBUSX-3,"[BUS] BUS 6-9A 3-7P EXC SAT-SUN-HOL, PLZ 9A-3P 7-8P MON-FRI, 7A-8P SAT",,,6,20,14,1,1,1,1,1,1,,,,dropoff,
R8-PLZD,3 MINUTE PASSENGER LOAD ONLY 7AM-6PM EXC SUN-HOL,,,7,18,11,1,1,1,1,1,1,,,,dropoff,
R8-PLZD-1,"3 MINUTE PASSENGER LOAD ONLY 5-7PM, MON-FRI",,,17,19,2,1,1,1,1,1,,,,,dropoff,
R8-PLZD-2,"3 MINUTE PASSENGER LOAD ONLY 7-9AM, MON-FRI",,,7,9,2,1,1,1,1,1,,,,,dropoff,
R8-PLZD-3,3 MINUTE PASSENGER LOAD ONLY 7-9AM 5-7PM MON-FRI,,,7,9,2,1,1,1,1,1,,,,,dropoff,
R8-PLZD-3,3 MINUTE PASSENGER LOAD ONLY 7-9AM 5-7PM MON-FRI,,,17,19,2,1,1,1,1,1,,,,,dropoff,
R8-PLZD-4,3 MINUTE PASSENGER LOAD ONLY 7-9AM 4-7PM MON-FRI,,,7,9,2,1,1,1,1,1,,,,,dropoff,
R8-PLZD-4,3 MINUTE PASSENGER LOAD ONLY 7-9AM 4-7PM MON-FRI,,,16,19,3,1,1,1,1,1,,,,,dropoff,
R8-PLZD8PM,3 MINUTE PASSENGER LOAD ONLY 7AM-8PM EXCEPT SUN-HOL,,,7,20,13,1,1,1,1,1,1,,,,dropoff,
R8-PLZDX,3 MINUTE PASSENGER LOAD ONLY 7-9A 2-4P EXC SAT-SUN-HOL TAZ,,,7,9,2,1,1,1,1,1,,,,,dropoff,
R8-PLZDX,3 MINUTE PASSENGER LOAD ONLY 7-9A 2-4P EXC SAT-SUN-HOL TAZ,,,14,16,2,1,1,1,1,1,,,,,dropoff,
R8-PLZDX-1,"3 M PLZ 7A-6P EVERYDAY, TAZ",,,7,18,11,,,,,,,,1,,dropoff,
R8-PLZDX-1,"3 M PLZ 7A-8P EVERYDAY, TAZ",,,7,20,13,,,,,,,,1,,dropoff,
R8-PLZDX-2,"3 M PLZ 7-8A MON THRU FRI, TAZ",,,7,8,1,1,1,1,1,1,,,,,dropoff,
R8-PLZDX-3,"3 M PLZ 6A-8P MON-FRI, TAZ",,,6,20,14,1,1,1,1,1,,,,,dropoff,
R8-PLZDX-4,"3 M PASSENGER LOAD ONLY 8A-8P MON-FRI, TAZ",,,8,20,12,1,1,1,1,1,,,,,dropoff,
R8-PLZDX-5,1 MINUTE PASSENGER LOAD ONLY 8 AM - 4 PM EXCEPT SAT-SUN-HOL,,,8,16,8,1,1,1,1,1,,,,,dropoff,
R8-PLZDX-6,3 MINUTE PASSENGER LOAD ONLY 7AM-8PM EVERYDAY ,,,7,20,13,,,,,,,,1,,dropoff,
R8-PLZDX-7,"3M PLZ 7A-9AM 5-7PM MON-FRI, TAZ",,,7,9,2,1,1,1,1,1,,,,,dropoff,
R8-PLZDX-7,"3M PLZ 7A-9AM 5-7PM MON-FRI, TAZ",,,17,19,2,1,1,1,1,1,,,,,dropoff,
R8-PLZDX-8,"3M PLZ, 7A - 10P, EVERYDAY, TAZ",,,7,22,15,,,,,,,,1,,dropoff,
R8-PLZDX-9,"3 M PLZ 7A-6P EVERYDAY, TAZ",,,7,18,11,,,,,,,,1,,dropoff,
R8-PLZDX-10,"3 M PLZ 7A-7P EXC SUN-HOL, TAZ",,,7,19,12,1,1,1,1,1,1,,,,dropoff,
R8-PLZDX-11,"3 M PASSENGER LOAD ONLY 7A-7P EVERYDAY, TAZ",,,7,19,12,,,,,,,,1,,dropoff,
R8-PLZDX-12,"BUS, 5-10AM,EXCEPT SAT-SUN-HOL,PASSENGER,LOAD ONLY,10AM-8PM,EVERYDAY",,,5,20,15,,,,,,,,1,,dropoff,
R8-PLZDX-13,"3 M PLZ  9PM-3AM  EXC SUN-HOL, TAZ",,,9,24,15,1,1,1,1,1,1,,,,dropoff,
R8-PLZDX-13,"3 M PLZ  9PM-3AM  EXC SUN-HOL, TAZ",,,0,3,3,1,1,1,1,1,1,,,,dropoff,
R8-PLZDX-14,3M PLZ 5-7PM MON-FRI,,,17,19,2,1,1,1,1,1,,,,,dropoff,
R8-PLZDX-15,"3 M PLZ, 8A-1P MON-FRI, ",,,8,13,5,1,1,1,1,1,,,,,dropoff,
R8-PLZDX-16,"3 M PLZ 6PM-2AM EXC SAT-SUN-HOL, TAZ",,,18,24,6,1,1,1,1,1,,,,,dropoff,
R8-PLZDX-16,"3 M PLZ 6PM-2AM EXC SAT-SUN-HOL, TAZ",,,0,2,2,1,1,1,1,1,,,,,dropoff,
R8-PLZDX-17,3 MINUTE PASSENGER LOAD ONLY 7 AM - 10 PM EXCEPT SUN-HOL,,,7,22,15,1,1,1,1,1,1,,,,dropoff,
R8-PLZDX-18,"3M PLZ 7A-6P EVERYDAY, TAZ",,,7,18,11,,,,,,,,1,,dropoff,
R8-PLZDX-19,3 MINUTE PASSENGER LOAD ONLY 7AM-8PM SAT-SUN ONLY,,,7,20,13,,,,,,1,1,,,dropoff,
R8-PLZDX-20,"3 M PLZ 7AM-8PM EVERYDAY, TAZ",,,7,20,13,,,,,,,,1,,dropoff,
R8-PLZPKA,3 MINUTE PASSENGER LOAD [LOGO] ONLY 7-9AM EXC SAT-SUN-HOL NO PARKING 7-9AM EXC SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,dropoff,
R8-PLZPKAP,3 MINUTE PASSENGER LOAD [LOGO] ONLY 7-9AM 4-6PM EXC SAT-SUN-HOL NO PARKING 7-9AM 4-6PM EXC SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,dropoff,
R8-PLZPKAP,3 MINUTE PASSENGER LOAD [LOGO] ONLY 7-9AM 4-6PM EXC SAT-SUN-HOL NO PARKING 7-9AM 4-6PM EXC SAT-SUN-HOL,,,16,18,2,1,1,1,1,1,,,,,dropoff,
R8-PLZPKX,3 MINUTE PASSENGER LOAD ONLY 7-9AM EXC SUN-HOL,,,7,9,2,1,1,1,1,1,1,,,,dropoff,
R8-PLZSTA,3 MINUTE PASSENGER LOAD [LOGO] ONLY NO STOPS 7-9AM EXC SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,dropoff,
R8-PLZSTP,3 MINUTE PASSENGER LOAD [LOGO] ONLY NO STOPS 4-6PM EXC SAT-SUN-HOL,,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX,"3 M PLZ, NO STOPS 6-9A 3-7P EXC SAT-SUN-HOL",,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-1,3 MINUTE PASSENGER LOAD ONLY NO STOPS 6-9AM 3-6PM EXC SUN-HOL,,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-2,3 MINUTE 7AM-3PM 7-8PM MON-FRI 7AM-8PM SAT  NO STOPS 3-7PM EXCEPT SAT-SUN-HOL,,,7,20,13,1,1,1,1,1,1,,,,dropoff,
R8-PLZSTX-3,"3M PLZ, NO STOPS 6-9A 3-7P EXC SAT-SUN-HOL",,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-4,"3 M PLZ 7AM-3PM 7-8PM MON-FRI 7AM-8PM SAT, NO STOPS 3-7PM EXC SAT-SUN-HOL",,,7,20,13,1,1,1,1,1,1,,,,dropoff,
R8-PLZSTX-5,"3 M PLZ 9AM-3PM 7-8PM MON-FRI 7AM-8PM SAT, NO STOPS 6-9AM 3-7PM EXC SAT-SUN-HOL",,,0,24,24,1,1,1,1,1,1,,,,dropoff,
R8-PLZSTX-6,3 M PLZ [LOGO] ONLY NO STOPS 7-9AM 4-6PM EXC SAT-SUN-HOL,,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-7,"3M PLZ, NO STOPS 6-9A 3-6P EXC SAT-SUN-HOL",,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-8,"3 M PLZ 9A-3P 7-8P M-F,7A-8P SAT, NO STOPS 6-9A 3-7P EXC SAT-SUN-HOL",,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-9,3 MINUTE PASSENGER LOAD ONLY NO STOPS 6-9AM 3-6PM EXC SAT-SUN-HOL,,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-10,"3 MINUTE,PASSENGER,LOAD ONLY,7-9AM, MON-FRI [TOW AWAY]",,,7,9,2,1,1,1,1,1,,,,,dropoff,
R8-PLZSTX-11,"3 M PLZ, NO STOPS 6-9A 3-6P EXC SAT-SUN-HOL",,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-12,"3 M PLZ, NO STOPS 3-7PM EXC SAT-SUN-HOL",,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-13,"'3 MINUTE PASSENGER LOAD ONLY 9 AM - 6 PM EXCEPT SUN-HOL, NO STOPS  7-9 AM EXCEPT SAT-SUN-HOL",,,7,18,11,1,1,1,1,1,1,,,,dropoff,
R8-PLZSTX-14,3 M PLZ ONLY 9A-3P NO STOPS ALL OTHER TIMES,,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-15,3 MINUTE PASSENGER LOAD ONLY 9AM-3PM EXC SUN-HOL NO STOPS 6-9AM 3-6PM EXC SAT-SUN-HOL,,,6,18,12,1,1,1,1,1,1,,,,dropoff,
R8-PLZSTX-16,"3M PLZ, NO STOPS 6-9A 3-6P EXC SAT-SUN-HOL",,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-17,"3 M PLZ 9A-3P 6-8P M-F,7A-8P SAT, NO STOPS 6-9A 3-6P EXC SAT-SUN-HOL",,,6,20,14,1,1,1,1,1,1,,,,dropoff,
R8-PLZSTX-18,"3 M PLZ, NO STOPS 6-9A 3-6:30P EXC SAT-SUN-HOL",,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-19,3 M PLZ ONLY 7PM-2AM NO STOPS 6-9A 3-7PM EXC SAT-SUN-HOL,,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-20,"3 M PLZ, NO STOPS 3-6PM EXC SAT-SUN-HOL",,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-21,"3 M PLZ 7A-3P 7-8P M-F,7A-8P SAT, NO STOPS 3-7P EXC SAT-SUN-HOL",,,7,20,13,1,1,1,1,1,1,,,,dropoff,
R8-PLZSTX-22,3 MINUTE PASSENGER LOAD [LOGO] ONLY NO STOPS 7-9AM 4-6PM EXC SAT-SUN-HOL,,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-23,"3M PLZ, 6P - 2A, EXC SUN-HOL, NO STOPS 4-6P, EXC SAT-SUN-HOL",,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-24,"3 M PLZ, NO STOPS 6-9A EXC SAT-SUN-HOL",,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-25,"3 M PLZ 7A-4P 6-8P M-F,7A-8P SAT, NO STOPS 4-6P EXC SAT-SUN-HOL",,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-26,"3 M PLZ, NO STOPS 6-9A EXC SAT-SUN-HOL",,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-27,"3 MINUTE PASSENGER LOAD  ONLY 7-9AM MON-FRI TOW AWAY ZONE,",,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-28,3 M PLZ 7A-3P EXC SUN-HOL NO STOPS 3-6P EXC SAT-SUN-HOL,,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-29,"3 M PLZ 9AM-3PM 6:30-8PM MON-FRI 7AM-8PM SAT, NO STOPS 6-9AM 3-6:30PM EXC SAT-SUN-HOL",,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-30,3 M PLZ ONLY 9A-3P NO STOPS ALL OTHER TIMES,,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZSTX-31,3 MINUTE PLZ NO STOPS 3-6PM EXCEPT SAT-SUN-HOL,,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZX,"3 M PLZ 6P-3A FRI-SAT, TAZ",,,18,24,6,,,,,1,1,,,,dropoff,
R8-PLZX,"3 M PLZ 6P-3A FRI-SAT, TAZ",,,0,3,3,,,,,,1,1,,,dropoff,
R8-PLZX-1,"5 M PLZ, TAZ ",,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZX-2,"3M PLZ 8PM-12MIDNIGHT EVERYDAY, TAZ",,,20,24,4,,,,,,,,1,,dropoff,
R8-PLZX-3,"15 MIN PASSENGER LOAD ONLY, TAZ",,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZX-4,3 MINUTE PASSENGER LOAD ONLY 8P-2A EVERYDAY,,,20,24,4,,,,,,,,1,,dropoff,
R8-PLZX-4,3 MINUTE PASSENGER LOAD ONLY 8P-2A EVERYDAY,,,0,2,2,,,,,,,,1,,dropoff,
R8-PLZX-5,"3M PLZ, 4P - 2A, EVERYDAY, TAZ",,,16,24,8,,,,,,,,1,,dropoff,
R8-PLZX-5,"3M PLZ, 4P - 2A, EVERYDAY, TAZ",,,0,2,2,,,,,,,,1,,dropoff,
R8-PLZX-6,"3M PLZ SUN, TAZ",,,0,24,24,,,,,,,1,,,dropoff,
R8-PLZX-7,"3 M PLZ 7PM-6AM EVERYDAY, TAZ",,,19,24,5,,,,,,,,1,,dropoff,
R8-PLZX-7,"3 M PLZ 7PM-6AM EVERYDAY, TAZ",,,0,6,6,,,,,,,,1,,dropoff,
R8-PLZX-8,3 MINUTE PASSENGER LOAD ONLY 7-8AM MON-FRI TAZ ,,,7,8,1,1,1,1,1,1,,,,,dropoff,
R8-PLZX-9,"3 M PLZ 4P-2A EVERYDAY, TAZ",,,16,24,8,,,,,,,,1,,dropoff,
R8-PLZX-10,"3 M PLZ 4P-2A EVERYDAY, TAZ",,,0,2,2,,,,,,,,1,,dropoff,
R8-PLZX-11,3 MINUTE 4-8PM MON-FRI,,,16,20,4,1,1,1,1,1,,,,,dropoff,
R8-PLZX-12,"3M PLZ 6P-MIDNIGHT EVERYDAY, TAZ",,,18,24,6,,,,,,,,1,,dropoff,
R8-PLZX-13,"3 M PLZ 7PM-2AM EVERYDAY, TAZ",,,19,24,5,,,,,,,,1,,dropoff,
R8-PLZX-13,"3 M PLZ 7PM-2AM EVERYDAY, TAZ",,,0,2,2,,,,,,,,1,,dropoff,
R8-PLZX-14,"15 M PLZ, TAZ",,,0,24,24,,,,,,,,1,,dropoff,
R8-PLZX-15,3M PLZ 7-8AM MON-FRI TAZ ,,,7,8,1,1,1,1,1,1,,,,,dropoff,
R8-PLZX-16,"3 M PLZ 6P-MIDNIGHT EVERYDAY, TAZ",,,18,24,6,,,,,,,,1,,dropoff,
R8-PLZX-17,"3 M PLZ, 9A-3P EXC SUN-HOL, NO STOPS 6-9A 3-6P EXC SAT-SUN-HOL",,,6,18,12,1,1,1,1,1,1,,,,dropoff,
